trecho,ocorrencias
ATEVALDO,1993
ATHAIDE,3548
ATHAIDES,1171
ATHANASIO,1381
ATHANAZIO,1450
ATHAYDE,13320
ATHAYDES,2024
ATHIRSON,1003
ATHOS,3967
ATILA,14518
ATILIO,12912
ATOS,1951
ATTILIO,4453
AUAD,1472
AUCILENE,2425
AUDA,1499
AUDALIO,1944
AUDENICE,1162
AUDENIR,1059
AUDI,1565
AUDILENE,1942
AUDREY,4149
AUER,1225
AUGUST,1222
AUGUSTA,164438
AUGUSTE,1070
AUGUSTI,1028
AUGUSTIN,4159
AUGUSTINHA,2273
AUGUSTINHO,20283
AUGUSTO,1022276
AUGUSTUS,2178
AULER,3011
AURA,3262
AUREA,72092
AURELIA,10436
AURELIANA,4293
AURELIANO,42728
AURELICE,1597
AURELINA,18986
AURELINO,14342
AURELIO,169031
AURENI,5393
AURENICE,5676
AURENIR,1729
AURENITA,1748
AUREO,10484
AURI,8198
AURIA,2685
AURIANE,1819
AURICCHIO,1037
AURICELIA,10520
AURICELIO,5296
AURIENE,1088
AURILEIDE,1616
AURILENE,12874
AURILIO,1501
AURIMAR,2592
AURINA,1682
AURINDA,1300
AURINDO,2188
AURINEIDE,6699
AURINETE,4515
AURINO,13091
AURIO,1246
AURISTELA,3521
AURITA,2639
AURIZETE,1181
AURO,3253
AURORA,49603
AURY,1680
AUTA,10218
AUTO,2576
AUTRAN,1538
AUXILIADORA,107316
AUZENI,2343
AUZENIR,2005
AUZIER,3169
AVALO,1350
AVALOS,2046
AVANCI,1988
AVANCINI,3601
AVANCO,1467
AVANI,10208
AVANILDO,1260
AVANIR,1886
AVANY,3298
AVANZI,1214
AVEIRO,2263
AVELAR,46287
AVELINA,21770
AVELINO,170022
AVELLAR,6827
AVERALDO,2687
AVI,1450
AVILA,149663
AVILEZ,1081
AVILLA,3004
AVIS,1156
AVIZ,12269
AXEL,2830
AYAKO,1973
AYALA,8148
AYANE,1484
AYLA,3950
AYLLA,1368
AYLTON,3882
AYOUB,1198
AYRES,38983
AYRTON,12472
AYSLAN,1457
AYUB,1495
AYUMI,3494
AZAMBUJA,21773
AZANHA,1200
AZARA,2083
AZARIAS,10728
AZEDO,1631
AZENHA,1590
AZEREDO,44339
AZEVEDO,771496
AZIZ,2694
AZOR,1001
AZUMA,1096
AZZI,2205
AZZOLINI,1165
B,4910
BABA,1446
BABINSKI,1240
BABO,1109
BACCARIN,1245
BACCHI,1622
BACCI,2113
BACCIN,1397
BACELAR,24912
BACELLAR,3962
BACH,6957
BACHA,1662
BACHEGA,1991
BACHIEGA,1312
BACHMANN,2817
BACK,9205
BACKES,8362
BADARO,6073
BADIA,2593
BADIN,1163
BADO,1014
BADU,1719
BAENA,3186
BAESSO,2917
BAETA,8781
BAEZ,3401
BAGATINI,2211
BAGGIO,10084
BAGIO,1591
BAGNARA,1116
BAHIA,30578
BAHIENSE,3041
BAHLS,1773
BAHR,1977
BAIA,35533
BAIANO,1493
BAIAO,8291
BAIENSE,2234
BAIER,1629
BAIERLE,2287
BAIL,1163
BAILAO,1899
BAILON,1080
BAIMA,5283
BAIO,1339
BAIOCO,1216
BAIRROS,11201
BALAN,2771
BALBI,2890
BALBINA,25033
BALBINO,99756
BALBINOT,5481
BALBINOTTI,1131
BALBO,1803
BALBUENA,2201
BALBUENO,1357
BALDAN,2826
BALDASSO,2060
BALDEZ,9700
BALDI,4328
BALDIM,1512
BALDIN,6003
BALDINI,4090
BALDINO,1859
BALDISSERA,5625
BALDO,9874
BALDOINO,7742
BALDON,1080
BALDONI,1010
BALDUINA,1245
BALDUINO,27584
BALEEIRO,4736
BALENA,1100
BALESTRA,2107
BALESTRIN,2442
BALIEIRO,17889
BALISTA,1097
BALIZA,1354
BALLESTEROS,1037
BALMANT,1784
BALSAMO,1041
BALSAN,1125
BALTAR,3798
BALTASAR,1245
BALTAZAR,32729
BALTHAZAR,5215
BALZAN,1379
BAMBERG,1766
BAMBIRRA,1068
BAMPI,1843
BANDEIRA,147182
BANDIERA,1031
BANHOS,2759
BAPTISTA,148657
BAPTISTE,2354
BAPTISTELLA,3486
BARACAT,1019
BARACHO,8789
BARALDI,4450
BARAN,1066
BARAO,6702
BARATA,20257
BARATELLA,1389
BARATO,1402
BARATTO,1561
BARAUNA,11069
BARBA,4404
BARBALHO,15785
BARBARA,211696
BARBARESCO,1528
BARBARO,1527
BARBATO,3309
BARBEDO,1368
BARBEIRO,2678
BARBERINO,1444
BARBERO,1397
BARBETTA,1065
BARBI,2906
BARBIERI,24265
BARBIERO,1782
BARBIRATO,1085
BARBIZAN,1098
BARBO,1482
BARBON,1420
BARBOSA,3178528
BARBOZA,227900
BARCA,1662
BARCARO,1108
BARCELAR,2870
BARCELLOS,46612
BARCELO,3011
BARCELOS,102632
BARCIA,1080
BARCO,1620
BARDELLA,1052
BARDINI,2292
BAREA,1975
BARELA,1055
BARELLA,1939
BARETTA,1083
BARGAS,1771
BARIANI,1407
BARICHELLO,1915
BARION,1629
BARIONI,1369
BARIVIERA,1066
BARIZON,1602
BARLETTA,1499
BARNABE,13444
BARON,6107
BARONE,5820
BARONI,10158
BARP,2828
BARRA,17745
BARRADA,1937
BARRADAS,7213
BARRAGAN,1124
BARRAL,3336
BARRANCO,1944
BARREIRA,19796
BARREIRO,11766
BARREIROS,19673
BARRERA,2160
BARRETO,451357
BARRETOS,2200
BARRETTO,8279
BARRIENTOS,1288
BARRIGA,1358
BARRIO,1032
BARRIONUEVO,2555
BARRIOS,7635
BARRO,2527
BARROCA,1927
BARROCO,1350
BARROS,1230473
BARROSO,166271
BARROZO,16870
BARSANULFO,1732
BARSOTTI,1478
BARTH,8596
BARTHOLOMEU,3433
BARTIRA,1719
BARTOLO,1737
BARTOLOMEU,33087
BARTZ,4703
BARUFFI,1363
BARZOTTO,1008
BASAGLIA,2039
BASEGGIO,2125
BASILE,3479
BASILEU,1126
BASILIA,4066
BASILIO,88581
BASSAN,3718
BASSANI,9596
BASSETO,1830
BASSETTI,1518
BASSETTO,2876
BASSI,9901
BASSINI,1019
BASSO,30069
BASSOLI,1596
BASTIAN,1874
BASTIANI,3674
BASTIDA,1095
BASTO,9082
BASTOS,363443
BATAGLIA,1321
BATALHA,24244
BATINGA,1741
BATISTA,2435652
BATISTAO,1192
BATISTEL,1407
BATISTELA,4124
BATISTELLA,3231
BATISTI,1640
BATTISTELLA,1693
BATTISTI,4093
BAU,3384
BAUER,14150
BAUERMANN,1756
BAUM,3977
BAUMANN,2517
BAUMGARTEN,2302
BAUMGARTNER,2257
BAUMGRATZ,1743
BAUTISTA,2496
BAVARESCO,3603
BAY,1170
BAYER,5021
BAYERL,1414
BAYMA,2321
BAZAN,3604
BAZANI,1252
BAZILIO,14347
BAZONI,1496
BAZZI,1275
BAZZO,2944
BEAL,2066
BEATA,1176
BEATO,3365
BEATRICE,3031
BEATRIS,9882
BEATRIZ,567081
BEATRYZ,1537
BEBER,2285
BEBIANO,3001
BECARI,1017
BECERRA,1375
BECHARA,2759
BECHER,2829
BECK,10375
BECKER,50288
BECKERT,1156
BECKHAUSER,1333
BECKMAN,3054
BECKMANN,1650
BEDA,1493
BEDENDO,1219
BEDIM,1535
BEDIN,6736
BEE,1086
BEGA,1313
BEGNINI,1902
BEGO,1885
BEHENCK,1760
BEHLING,4140
BEIER,1066
BEIJAMIM,2238
BEIJO,1144
BEIRA,2575
BEIRAO,2911
BEIRIGO,1922
BEJAMIM,1079
BEJARANO,1043
BEKER,1112
BEL,1081
BELA,7380
BELAN,1167
BELARMINA,9856
BELARMINO,58265
BELAS,1023
BELATO,1518
BELCHIOR,23980
BELCHOR,1352
BELEM,33893
BELEN,1893
BELENTANI,1155
BELEZA,3561
BELFORT,10312
BELINA,1836
BELINE,1144
BELING,2008
BELINI,5139
BELINO,3051
BELISA,1087
BELISARIO,8795
BELIZA,1449
BELIZARIO,15722
BELL,1258
BELLA,3330
BELLAN,1100
BELLATO,1501
BELLAVER,1071
BELLE,2858
BELLEI,1334
BELLI,4396
BELLINI,7459
BELLO,25158
BELLON,1671
BELLONI,2037
BELLOTTI,1183
BELLUCCI,1191
BELMIRA,9688
BELMIRO,30468
BELMONT,3624
BELMONTE,10316
BELO,73507
BELON,1395
BELONI,5898
BELOTI,1695
BELOTO,1758
BELOTTI,2173
BELOTTO,1875
BELTRAME,8949
BELTRAMI,2327
BELTRAN,4124
BELTRAO,17603
BELUCO,1015
BELUSSO,1684
BEM,12468
BEMFICA,2171
BEMVINDO,1078
BEN,6125
BENA,1637
BENASSI,2831
BENATI,1037
BENATO,1883
BENATTI,5890
BENATTO,1208
BENAVIDES,1575
BENCHIMOL,1419
BENCKE,1446
BENDER,11096
BENEDET,2668
BENEDETTI,7633
BENEDETTO,1433
BENEDICTA,22521
BENEDICTO,31426
BENEDITA,270108
BENEDITO,587353
BENELLI,2220
BENETON,1028
BENETTI,10240
BENEVAL,1433
BENEVALDO,2124
BENEVENUTO,9525
BENEVIDES,39446
BENFICA,9500
BENHUR,1956
BENI,1738
BENICE,1258
BENICIA,5473
BENICIO,59935
BENIGNA,6562
BENIGNO,15909
BENILDA,2924
BENILDE,3234
BENILDES,1472
BENILDO,2692
BENILSON,2884
BENILTON,1622
BENINCA,3030
BENINI,4520
BENITA,2217
BENITE,1765
BENITES,31371
BENITEZ,12934
BENITO,8141
BENIVALDO,1994
BENJAMIM,24345
BENJAMIN,22451
BENNO,2459
BENO,2260
BENONE,1515
BENONI,2248
BENTA,23676
BENTES,33574
BENTO,353159
BENVENUTI,1449
BENVENUTO,2707
BENVENUTTI,2434
BENVINDA,12830
BENVINDO,15486
BEPPLER,2168
BERALDI,2568
BERALDO,20021
BERBEL,2272
BERBERT,2884
BERCOT,1185
BERENGUER,1153
BERENICE,36618
BERETA,1385
BERETTA,1751
BERG,4207
BERGAMASCHI,4390
BERGAMASCO,3415
BERGAMI,1167
BERGAMIM,1580
BERGAMIN,4761
BERGAMINI,5829
BERGAMO,9603
BERGER,9615
BERGMANN,7491
BERGO,1886
BERGSON,1691
BERIGO,1031
BERKENBROCK,1099
BERLANDA,1832
BERLATO,1012
BERLIM,1039
BERMUDES,2884
BERMUDEZ,2807
BERNABE,6244
BERNADES,1472
BERNADETE,73089
BERNADETH,2660
BERNADETTE,2187
BERNADINA,2817
BERNADINO,8388
BERNADO,6033
BERNAL,6647
BERNALDINO,1008
BERNALDO,2251
BERNARD,5662
BERNARDA,11990
BERNARDELLI,2200
BERNARDES,144345
BERNARDETE,14797
BERNARDI,26824
BERNARDINA,22672
BERNARDINELLI,1843
BERNARDINI,3227
BERNARDINO,116298
BERNARDO,322058
BERNARDON,1368
BERNDT,1692
BERNHARD,1547
BERNI,1874
BERNINI,2998
BERNO,1603
BERREDO,1496
BERRIEL,2310
BERRO,1077
BERSCH,1177
BERTA,5354
BERTAGLIA,1498
BERTAN,1625
BERTANHA,2490
BERTANI,1876
BERTAO,2497
BERTASSO,1153
BERTAZZO,1070
BERTE,4020
BERTELI,1743
BERTELLI,4958
BERTHA,3936
BERTHO,1481
BERTHOLDO,3962
BERTI,10356
BERTIN,3632
BERTINA,1001
BERTINI,3238
BERTINO,2657
BERTO,32682
BERTOCCO,1013
BERTOCHI,1180
BERTOL,1840
BERTOLA,2130
BERTOLANI,1052
BERTOLDI,6431
BERTOLDO,23328
BERTOLETTI,1701
BERTOLI,4497
BERTOLIN,2700
BERTOLINA,4487
BERTOLINI,7828
BERTOLINO,12329
BERTOLLA,1052
BERTOLLO,2140
BERTOLO,3412
BERTOLUCCI,2781
BERTOLUCI,1149
BERTON,3934
BERTONCELLO,1868
BERTONCINI,1552
BERTONI,6621
BERTOSO,1313
BERTOTTI,2743
BERTOZZI,1737
BERTRAND,1277
BERTUCCI,1477
BERTULINA,2706
BERTULINO,4271
BERTUNES,1407
BERTUOL,2381
BERTUZZI,1079
BERVIAN,1017
BERWANGER,2235
BESEN,1605
BESERRA,60757
BESKOW,1201
BESSA,56724
BET,1974
BETANCOURT,1600
BETANIA,45000
BETE,1600
BETH,1072
BETHANIA,5127
BETI,1040
BETIM,4557
BETIN,1059
BETINA,4614
BETINI,1696
BETIOL,1071
BETO,1722
BETONI,1380
BETT,1624
BETTA,1217
BETTEGA,1358
BETTI,3370
BETTIN,1459
BETTINI,1700
BETTIO,2249
BETTIOL,1467
BETTONI,2270
BETTY,1842
BEVENUTO,3188
BEVILACQUA,4578
BEVILAQUA,6536
BEZ,4790
BEZERRA,1120398
BEZERRIL,3629
BHERING,2342
BIA,1174
BIAGGI,1141
BIAGI,2947
BIAGIO,1759
BIAGIONI,1307
BIANA,1157
BIANCA,199924
BIANCARDI,2385
BIANCHETTI,1126
BIANCHI,26689
BIANCHIN,3257
BIANCHINI,14758
BIANCO,11936
BIANCONI,1340
BIANKA,3376
BIANO,2822
BIANOR,3801
BIANQUINI,1195
BIAO,1279
BIAS,1520
BIASE,1285
BIASI,5110
BIASOLI,1066
BIASOTTO,1140
BIATO,1504
BIATRIZ,2261
BIAVA,1519
BIAZI,1919
BIAZIN,1143
BIAZON,1900
BIAZOTO,1130
BIAZOTTO,2448
BIAZUS,2171
BIAZZI,1185
BIBIANA,6314
BIBIANE,1068
BIBIANO,12960
BICA,6175
BICALHO,18801
BICCA,3965
BICHARA,2886
BICUDO,10945
BIDO,1396
BIDOIA,1118
BIE,1741
BIEGER,1134
BIER,1836
BIERHALS,4395
BIESEK,1393
BIFFI,1679
BIGHETTI,1067
BIGOLIN,1089
BILA,1168
BILHALVA,3236
BILHAR,1449
BILIBIO,1897
BILIO,1215
BILK,1033
BILL,1620
BILLY,1434
BILO,1060
BIM,2018
BIN,2142
BINA,3145
BINATTI,1172
BINDA,5088
BINDER,1418
BINI,3960
BINO,2677
BINOTTI,1070
BINOTTO,2185
BINSFELD,1506
BIONDI,2576
BIONDO,4384
BIONE,1368
BIRAL,1725
BIRCK,2251
BIRINO,1112
BIRK,1366
BISCAIA,5199
BISCARO,2761
BISCHOFF,1992
BISERRA,2861
BISMARCK,2408
BISMARK,1982
BISMARQUE,1152
BISNETO,2018
BISOGNIN,1155
BISPO,436520
BISSOLI,4691
BITAR,1889
BITARAES,1446
BITELLO,1179
BITENCORT,1011
BITENCOURT,73388
BITENCOURTE,1453
BITENCURT,1255
BITTAR,4321
BITTENCOURT,89738
BITU,1860
BIZ,2142
BIZARRIA,2394
BIZARRO,3495
BIZERRA,19646
BIZERRIL,1053
BIZZI,1019
BIZZO,1236
BLANC,2729
BLANCA,3181
BLANCO,20295
BLANDINA,3108
BLANK,4292
BLAS,1009
BLASI,1466
BLASIUS,2337
BLASQUES,1133
BLAU,1178
BLAUTH,1620
BLENDA,3080
BLEY,1317
BLOCK,1275
BLOEMER,1809
BLOIS,1257
BLUM,2843
BLUME,1710
BLUMER,1471
BO,2861
BOA,17633
BOAES,1858
BOANERGES,2658
BOARETO,1096
BOARETTO,2055
BOARO,1708
BOAS,59663
BOAVA,1731
BOAVENTURA,42924
BOAZ,1373
BOBATO,1990
BOBSIN,1478
BOCALON,1156
BOCCHI,2132
BOCHI,1554
BOCK,4062
BODNAR,1197
BOECHAT,5600
BOECK,1140
BOEING,2585
BOEIRA,19250
BOENO,6579
BOER,3125
BOESING,1033
BOF,1067
BOFF,10639
BOGADO,3849
BOGEA,4886
BOGER,1003
BOGO,2649
BOGONI,1273
BOHM,2062
BOHN,5356
BOHNENBERGER,1059
BOHRER,5650
BOIA,1399
BOIANI,1031
BOIKO,1539
BOING,2122
BOITA,1739
BOITO,1160
BOLDRIN,3027
BOLDRINI,3476
BOLDT,1539
BOLICO,1662
BOLINA,1564
BOLIVAR,7175
BOLL,1221
BOLOGNESI,1358
BOLONHA,1470
BOLSON,1368
BOLSONI,2806
BOLZAN,6537
BOLZANI,1298
BOM,12664
BOMBANA,1021
BOMBARDA,1469
BOMBARDELLI,1210
BOMBONATO,1892
BOMFIM,114013
BOMTEMPO,1934
BON,2032
BONA,10704
BONADIMAN,2212
BONADIO,1972
BONAFE,3001
BONALDI,1043
BONALDO,1917
BONAMIGO,1859
BONAN,1131
BONANI,2600
BONASSA,1417
BONASSI,1352
BONATO,8790
BONATTI,3644
BONATTO,8185
BONDAN,1329
BONDEZAN,1309
BONELLI,2363
BONES,2589
BONET,1574
BONETE,2475
BONETI,1483
BONETTE,1167
BONETTI,7705
BONETTO,1641
BONFA,2711
BONFANTE,4507
BONFANTI,2668
BONFIM,126806
BONFIN,1909
BONI,8952
BONIATTI,1141
BONIFACIA,2059
BONIFACIO,71133
BONILHA,6655
BONILLA,1353
BONIN,4752
BONINI,7133
BONITO,1396
BONO,2048
BONOMO,2089
BONONI,1940
BONORA,1427
BONOTO,1127
BONOTTO,2187
BONTEMPO,2552
BONTORIN,1033
BOONE,2548
BOOS,1129
BORA,1892
BORBA,121813
BORBOREMA,4516
BORCEM,1780
BORCHARDT,4243
BORCK,1023
BORDA,1557
BORDIGNON,8913
BORDIM,2059
BORDIN,9569
BORDINHAO,1672
BORDINHON,1058
BORDINI,2932
BORDON,2048
BORDONI,1219
BOREL,3947
BORELLA,2400
BORELLI,5341
BORGE,4609
BORGES,1190120
BORGHETTI,1689
BORGHI,4378
BORGMANN,1275
BORGO,2828
BORIM,2337
BORIN,5282
BORINI,1102
BORIS,2387
BORJA,3811
BORK,1088
BORN,2790
BORRALHO,2078
BORRE,1599
BORREGO,1065
BORSARI,1527
BORSATO,3810
BORSATTO,2792
BORSOI,2344
BORTH,1239
BORTOLANZA,1178
BORTOLATO,1942
BORTOLETO,2863
BORTOLETTO,3690
BORTOLI,8668
BORTOLIN,3050
BORTOLINI,7212
BORTOLO,2873
BORTOLON,1832
BORTOLOTI,1447
BORTOLOTO,1952
BORTOLOTTI,3807
BORTOLOTTO,4155
BORTOLOZO,1255
BORTOLOZZO,1413
BORTOLUCCI,1559
BORTOLUZZI,5006
BORTONCELLO,1243
BOSA,2073
BOSCARDIN,1141
BOSCHETTI,2671
BOSCHI,1381
BOSCO,47992
BOSCOLO,2726
BOSI,2166
BOSIO,1839
BOSQUE,1427
BOSSA,1306
BOSSI,1895
BOSSLE,1145
BOSSO,2920
BOTAN,1204
BOTAO,2394
BOTARO,1741
BOTEGA,2715
BOTELHO,121445
BOTH,3580
BOTINI,1087
BOTO,1410
BOTTA,1868
BOTTARO,1175
BOTTCHER,1067
BOTTEGA,3246
BOTTER,1074
BOTTI,1908
BOTTINI,1224
BOTTINO,1491
BOTTO,1236
BOTTON,1250
BOTTURA,1248
BOTURA,1173
BOUCAS,2013
BOULHOSA,1156
BOURGUIGNON,2165
BOURSCHEID,1764
BOURSCHEIDT,1080
BOVE,1209
BOVI,1569
BOVO,3703
BOY,2568
BOZA,1647
BOZI,1089
BOZZA,2593
BOZZI,1516
BRAATZ,3367
BRABO,7504
BRAGA,548838
BRAGAGNOLO,1613
BRAGANCA,23314
BRAGANTE,1177
BRAGATO,1585
BRAGATTO,1590
BRAGHINI,1149
BRAIAN,2762
BRAIDO,1771
BRAINER,1610
BRAMBILA,3448
BRAMBILLA,5721
BRANCA,5127
BRANCHER,1698
BRANCHES,1734
BRANCO,95604
BRAND,3818
BRANDALISE,3236
BRANDAO,303998
BRANDENBURG,1118
BRANDES,1847
BRANDI,2887
BRANDINA,4622
BRANDINI,1974
BRANDINO,4079
BRANDO,4124
BRANDON,2549
BRANDT,9823
BRANQUINHO,6374
BRANT,6145
BRANTES,1132
BRAS,17548
BRASIL,121691
BRASILEIRO,20603
BRASILIA,3504
BRASILIANO,6914
BRASILIENSE,1789
BRASILINA,13818
BRASILINO,13531
BRASILIO,5955
BRATTI,1222
BRATZ,1402
BRAULIA,1150
BRAULINA,3220
BRAULINO,8954
BRAULIO,17837
BRAUM,1310
BRAUN,13086
BRAUNA,4423
BRAUNER,1274
BRAVIM,3186
BRAVIN,3338
BRAVO,15375
BRAYAN,6861
BRAYNER,2224
BRAZ,254169
BRAZAO,9335
BRAZEIRO,1262
BRAZIL,6413
BRAZILINA,2622
BRAZILINO,1955
BREDA,8979
BREDER,2564
BREHM,1420
BREITENBACH,1330
BRELAZ,1080
BREMENKAMP,1011
BREMER,1567
BREMM,1784
BRENA,14314
BRENDA,100137
BRENDHA,2429
BRENDO,12575
BRENDON,7318
BRENDOW,1100
BRENER,2929
BRENNA,2531
BRENNER,5435
BRENNO,8281
BRENO,90322
BRENTANO,1026
BRESCIANI,2162
BRESOLIN,3809
BRESSAN,13047
BRESSANE,1286
BRESSANI,1273
BRESSIANI,1558
BRETAS,7252
BREUNIG,1183
BREVE,2240
BREVES,4432
BREZOLIN,1382
BRIAN,7902
BRIAO,2461
BRICIO,1598
BRIDA,2005
BRIDI,2915
BRIGAGAO,1283
BRIGIDA,26777
BRIGIDO,10007
BRIGITTE,1156
BRIGO,1039
BRILHANTE,12314
BRINGEL,3851
BRISA,2155
BRISOLA,5854
BRISOLLA,1335
BRISTOT,1593
BRITES,16849
BRITEZ,2460
BRITO,1275537
BRITOS,1479
BRITTES,2955
BRITTO,43620
BRIVALDO,1144
BRIXNER,1312
BRIZOLA,9451
BRIZOLLA,3899
BROCCO,1275
BROCH,1566
BROCHADO,3486
BROCK,1422
BROEDEL,1002
BROERING,1495
BROETTO,1690
BROLLO,1650
BRONDANI,2303
BRONZE,1731
BROTAS,1936
BROTTO,1847
BROWN,2034
BRUCE,7298
BRUCH,3296
BRUCK,1050
BRUDER,1200
BRUGGER,1289
BRUGNERA,1389
BRUM,63930
BRUMATTI,1550
BRUN,3933
BRUNA,442983
BRUNE,1749
BRUNELI,1199
BRUNELLI,6164
BRUNER,1039
BRUNES,1476
BRUNET,1302
BRUNETTI,2835
BRUNETTO,3672
BRUNHARA,1349
BRUNI,2480
BRUNING,1379
BRUNNA,9333
BRUNNER,1214
BRUNNO,7773
BRUNO,771402
BRUNORO,1192
BRUSCHI,2982
BRUST,1373
BRUSTOLIN,4110
BRUXEL,1696
BRYAN,12149
BUARQUE,8699
BUBLITZ,2557
BUBOLZ,1323
BUCCI,2284
BUCH,1528
BUCHMANN,1130
BUCHWEITZ,1557
BUCK,2205
BUCKER,1248
BUDAL,1766
BUDKE,1031
BUENO,366389
BUENOS,1847
BUFALO,1229
BUFFON,2544
BUGS,2180
BUHLER,1246
BUHRER,1373
BULCAO,5034
BULGARELLI,2058
BULHOES,13873
BULL,1427
BUNN,1124
BUONO,2273
BUOSI,2007
BURATO,2081
BURATTI,1729
BURATTO,2436
BURG,1415
BURGARELLI,1010
BURGER,2408
BURGO,1670
BURGOS,5436
BURI,1103
BURIGO,2942
BURIN,2442
BURITI,4028
BURITY,1302
BURLAMAQUI,1330
BUSANELLO,1449
BUSARELLO,1147
BUSATO,3001
BUSATTO,1970
BUSCH,2292
BUSNARDO,1254
BUSNELLO,2002
BUSO,1945
BUSS,8354
BUSSOLO,1501
BUSTAMANTE,6611
BUSTO,1301
BUSTOS,1361
BUTTENBENDER,1132
BUTZKE,2924
BUZATO,2044
BUZATTO,2357
BUZO,1934
BUZZI,2320
BUZZO,2727
BYANCA,2324
C,7372
CABALLERO,3861
CABELEIRA,1059
CABELLO,1887
CABO,2221
CABOCLO,6827
CABRAL,399482
CABREIRA,11943
CABRERA,16458
CABRINI,2612
CACADOR,1804
CACAO,1756
CACAU,1915
CACERES,12084
CACHO,1004
CACHOEIRA,4776
CACIA,7454
CACIANO,5809
CACILDA,33250
CACILDO,3359
CACIO,2487
CACIQUE,1585
CACULA,1881
CADAMURO,1326
CADENA,3147
CADETE,7569
CADORE,3427
CADORIN,1759
CAEIRO,1023
CAETANA,9990
CAETANO,377052
CAFE,6857
CAGLIARI,2019
CAGNIN,1147
CAIADO,2765
CAIAFA,1034
CAIANA,1323
CAIKE,1108
CAILANE,1867
CAINA,2566
CAIO,153761
CAIQUE,31198
CAIRES,35397
CAIRO,6168
CAITANA,1113
CAITANO,23021
CAIXETA,24609
CAJA,1770
CAJADO,2976
CAJAIBA,2277
CAJAZEIRA,2156
CAJAZEIRAS,1070
CAJE,1824
CAJUEIRO,5008
CAL,2008
CALABREZ,1203
CALABRIA,2148
CALACA,7263
CALACIO,1188
CALACO,1011
CALADO,25817
CALAIS,2534
CALANDRINE,1261
CALANDRINI,1509
CALASANS,3468
CALAZANS,21682
CALCA,1052
CALCADA,2171
CALCADO,1497
CALDANA,1292
CALDAS,111534
CALDATO,1194
CALDEIRA,91570
CALDEIRAS,1051
CALDERAN,1729
CALDERARO,3093
CALDERON,4350
CALEB,1584
CALEBE,5299
CALEFFI,1912
CALEFI,1246
CALEGARI,9767
CALEGARIO,1387
CALEGARO,1227
CALGARO,1942
CALHAU,1965
CALHEIRA,1013
CALHEIRO,2208
CALHEIROS,13524
CALIANE,1710
CALIARI,3108
CALIL,8050
CALIMAN,3774
CALIMERIO,1159
CALINE,3330
CALISTA,2915
CALISTO,18611
CALISTRO,3283
CALIXTA,3206
CALIXTO,90147
CALIXTRO,1392
CALLADO,1883
CALLE,2653
CALLEGARI,4551
CALLEGARO,1689
CALLISAYA,1417
CALLOU,1238
CALMON,9395
CALO,1833
CALONGA,1124
CALORI,1436
CALOU,1015
CALSAVARA,2217
CALU,1305
CALUMBY,1029
CALVET,1565
CALVI,2400
CALVO,6270
CALZA,1767
CAMACHO,17459
CAMARA,105332
CAMARAO,3405
CAMARGO,480120
CAMARGOS,29326
CAMBOIM,2790
CAMBRAIA,5900
CAMBRUZZI,1457
CAMBUI,3530
CAMEJO,1387
CAMELLO,1762
CAMELO,44445
CAMERA,3032
CAMERINO,1649
CAMILA,437649
CAMILE,12046
CAMILI,2399
CAMILLA,31544
CAMILLE,11592
CAMILLI,1746
CAMILLO,17080
CAMILLY,11318
CAMILO,167607
CAMILOTTI,1762
CAMILY,5674
CAMINHA,9340
CAMINHAS,1176
CAMINI,1587
CAMOES,2269
CAMOLESI,1018
CAMPAGNARO,1791
CAMPAGNOLI,1921
CAMPAGNOLO,1749
CAMPANA,5440
CAMPANELLI,1278
CAMPANER,1234
CAMPANHA,7845
CAMPANHARO,1644
CAMPANHOLI,1519
CAMPANHOLO,1343
CAMPANINI,1139
CAMPBELL,2832
CAMPELLO,6076
CAMPELO,60399
CAMPESTRINI,2126
CAMPI,2799
CAMPINA,2723
CAMPINAS,1215
CAMPINHO,1224
CAMPIONI,1307
CAMPISTA,3505
CAMPO,5525
CAMPOLIM,1391
CAMPOLINA,4416
CAMPOLINO,1191
CAMPOS,1078367
CAMPREGHER,1408
CAMURCA,4693
CAMYLA,1591
CAMYLLA,1750
CANA,1993
CANABARRO,5827
CANABRAVA,2450
CANAL,4929
CANALE,1898
CANALI,1877
CANALLI,1574
CANANEA,1065
CANANI,1146
CANARIO,4225
CANASSA,1983
CANATO,1597
CANAVARRO,1497
CANCADO,5013
CANCELA,2588
CANCELIER,1088
CANCIAN,3400
CANCIO,6650
CANDAL,1315
CANDEIA,6531
CANDEIAS,7886
CANDEIRA,2580
CANDELARIA,2814
CANDIA,5288
CANDIAN,1116
CANDICE,1133
CANDIDA,180390
CANDIDO,465220
CANDINHO,1345
CANDIOTTO,1528
CANEDO,9719
CANELA,6344
CANELAS,1029
CANELLA,2687
CANELLAS,1838
CANEZ,1326
CANGUCU,1607
CANGUSSU,6217
CANHA,1918
CANHETE,2208
CANI,1235
CANINDE,13456
CANISIO,1601
CANO,10699
CANOSSA,1304
CANOVA,4368
CANOVAS,1127
CANSANCAO,1072
CANTALICE,2292
CANTANHEDE,25051
CANTAO,5789
CANTARELLI,2711
CANTARINO,2578
CANTEIRO,2307
CANTELLI,2108
CANTERO,2125
CANTIDIO,3702
CANTO,22830
CANTON,2772
CANTONI,1170
CANTOS,1287
CANTU,1315
CANTUARIA,6181
CANTUARIO,4819
CANUTA,1835
CANUTO,40706
CAO,1433
CAON,1646
CAPANEMA,2410
